studentRegNo,courseCode,grade,semester,enrollmentYear
S10934,CS240,A,SUMMER,2023
S10934,ME491,B,WINTER,2022
S10934,CE149,A,SPRING,2023
S10934,ECE355,B,FALL,2024
S10934,SOC122,A,SPRING,2022
S10934,ECON461,A,SUMMER,2023
S10934,PSY163,A,SPRING,2022
S10934,PHY376,D,SPRING,2024
S10934,DS509,D,FALL,2025
S10934,PSY499,C,WINTER,2026
S10934,BIO434,F,FALL,2025
S10934,POLI524,B,FALL,2026
S10934,DS584,B,SPRING,2023
S10936,HIST288,C,FALL,2024
S10936,CS247,C,SPRING,2022
S10936,POLI306,C,WINTER,2026
S10936,ME189,A,WINTER,2025
S10936,PHY141,A,WINTER,2023
S10936,PHY147,C,FALL,2026
S10936,HIST297,A,WINTER,2023
S10936,DS587,C,FALL,2023
S10936,ECE331,D,SPRING,2024
S10936,ECE104,B,WINTER,2023
S10936,SOC424,C,SPRING,2024
S10936,DS127,A,WINTER,2026
S10936,ECON313,A,WINTER,2024
S10936,DS184,B,FALL,2026
S10936,SOC122,C,FALL,2023
S10936,STAT363,B,WINTER,2022
S10936,PHIL170,C,SPRING,2022
S10936,ENG583,F,FALL,2023
S10936,CYB154,D,SUMMER,2022
S10936,CE521,B,SPRING,2024
S10936,CS167,C,WINTER,2024
S10936,MATH237,D,FALL,2026
S10936,BIO105,A,WINTER,2024
S10936,BIO334,D,WINTER,2025
S10936,POLI529,B,SUMMER,2022
S10936,ECON496,F,FALL,2024
S10936,ECON436,F,SPRING,2024
S10936,MATH293,B,SUMMER,2023
S10936,SOC321,B,SPRING,2025
S10936,CHEM245,F,SPRING,2026
S10937,PHY398,B,WINTER,2025
S10937,ME242,A,SUMMER,2022
S10937,CYB476,B,FALL,2026
S10937,STAT404,B,SUMMER,2026
S10937,PSY324,A,SPRING,2025
S10937,PHIL172,B,SUMMER,2023
S10937,CE280,B,FALL,2022
S10937,ENG250,B,SUMMER,2026
S10937,ECE338,D,WINTER,2025
S10937,PSY531,B,WINTER,2022
S10937,SOC175,B,SUMMER,2026
S10937,STAT437,C,WINTER,2026
S10937,CS560,C,SPRING,2023
S10937,CE490,A,SPRING,2025
S10937,CE128,A,WINTER,2022
S10937,CS247,D,FALL,2025
S10937,PHY350,C,WINTER,2024
S10937,ECON228,B,SPRING,2026
S10937,MATH502,C,FALL,2024
S10937,HIST527,B,SUMMER,2022
S10937,CYB256,B,SUMMER,2026
S10937,CE164,A,SPRING,2022
S10937,PSY447,C,SUMMER,2022
S10937,CYB155,A,SPRING,2026
S10937,CHEM329,A,SUMMER,2022
S10937,CHEM528,A,SPRING,2025
S10937,POLI284,A,FALL,2024
S10937,BIO310,F,WINTER,2024
S10937,BIO218,B,SPRING,2025
S10937,HIST391,A,WINTER,2024
S10938,ENG580,A,FALL,2025
S10938,ENG405,A,WINTER,2023
S10938,POLI150,F,FALL,2024
S10938,SOC214,F,FALL,2022
S10938,ME497,F,FALL,2022
S10938,MATH323,A,FALL,2026
S10938,MATH459,A,SPRING,2024
S10938,CS411,B,FALL,2022
S10938,DS416,A,SPRING,2023
S10938,CHEM585,C,SPRING,2024
S10938,ECE355,A,SUMMER,2025
S10938,MATH274,B,FALL,2025
S10938,ECON233,A,SPRING,2023
S10938,ENG369,F,SUMMER,2024
S10938,PSY212,D,SUMMER,2023
S10938,ECE415,F,SPRING,2025
S10938,PSY209,A,WINTER,2024
S10938,ECON349,B,FALL,2023
S10938,MATH348,A,SPRING,2024
S10938,BIO347,B,FALL,2022
S10938,PSY558,A,WINTER,2023
S10938,CS167,B,WINTER,2022
S10938,PHY483,F,SUMMER,2025
S10938,CS325,A,FALL,2023
S10938,MATH477,B,WINTER,2024
S10938,DS162,A,WINTER,2022
S10938,CHEM285,C,SPRING,2023
S10938,ECON228,F,WINTER,2023
S10938,HIST527,C,SPRING,2023
S10938,CHEM177,C,FALL,2022
S10939,PHIL562,A,WINTER,2022
S10939,PHY350,C,FALL,2025
S10939,ENG580,D,WINTER,2022
S10939,PHY333,C,SPRING,2026
S10939,BIO207,B,WINTER,2026
S10939,POLI215,A,WINTER,2022
S10939,HIST589,A,SUMMER,2026
S10939,CYB290,B,FALL,2026
S10939,CE181,C,SUMMER,2024
S10939,CE149,C,SPRING,2025
S10939,BIO100,C,SUMMER,2025
S10939,SOC371,B,SPRING,2025
S10939,MATH274,C,SUMMER,2022
S10939,CYB569,A,FALL,2026
S10939,DS196,A,SUMMER,2026
S10939,ME595,A,SPRING,2026
S10939,ECON427,F,FALL,2026
S10939,CHEM335,C,FALL,2022
S10939,STAT287,A,SPRING,2022
S10939,SOC282,A,WINTER,2022
S10939,CYB449,D,WINTER,2022
S10939,CYB575,C,SUMMER,2026
S10939,ECON379,A,SPRING,2023
S10939,SOC556,A,WINTER,2022
S10939,MATH502,C,SPRING,2023
S10939,HIST191,B,FALL,2025
S10939,BIO596,A,WINTER,2023
S10939,ECON312,C,SPRING,2026
S10939,ENG583,C,WINTER,2026
S10939,CHEM585,C,SUMMER,2026
S10940,ENG263,B,SPRING,2026
S10940,BIO273,A,SPRING,2023
S10940,DS196,C,SUMMER,2022
S10940,CE515,C,SPRING,2026
S10940,CYB258,D,FALL,2022
S10940,CE200,D,FALL,2024
S10940,CHEM245,C,FALL,2023
S10940,PHY388,A,WINTER,2024
S10940,ENG446,C,FALL,2022
S10940,CHEM332,C,SPRING,2026
S10940,CS464,A,SUMMER,2026
S10940,POLI150,B,SUMMER,2025
S10940,ME493,A,SPRING,2025
S10940,ENG405,B,SUMMER,2026
S10940,CHEM327,A,FALL,2026
S10940,ME165,C,WINTER,2023
S10940,HIST420,C,FALL,2025
S10940,BIO106,C,SPRING,2022
S10940,ECE238,C,SUMMER,2024
S10940,ENG125,A,SPRING,2025
S10940,POLI524,B,SPRING,2022
S10940,MATH573,B,SPRING,2024
S10940,SOC546,D,WINTER,2024
S10940,CYB389,C,WINTER,2025
S10940,SOC445,F,SPRING,2023
S10940,ENG583,A,WINTER,2024
S10940,CS210,A,SUMMER,2024
S10940,CHEM194,F,FALL,2026
S10940,CE249,A,SPRING,2023
S10940,SOC175,B,FALL,2022
S10942,CE515,B,SPRING,2024
S10942,PHY376,C,SPRING,2026
S10942,CHEM582,D,WINTER,2026
S10942,SOC401,B,SUMMER,2024
S10942,SOC321,D,SUMMER,2023
S10942,DS578,B,SPRING,2025
S10942,ECE407,A,FALL,2026
S10942,BIO139,F,SUMMER,2024
S10942,ENG125,C,SUMMER,2024
S10942,SOC175,B,WINTER,2023
S10942,PHIL255,C,SUMMER,2025
S10942,CE535,A,SPRING,2026
S10942,PSY157,B,FALL,2026
S10942,HIST391,D,WINTER,2025
S10942,PSY357,A,WINTER,2025
S10942,CHEM528,A,SPRING,2024
S10942,CE517,B,SUMMER,2023
S10942,STAT437,A,SPRING,2023
S10942,HIST191,B,SPRING,2023
S10942,ECE341,F,SPRING,2022
S10942,ME491,C,WINTER,2025
S10942,PHIL183,B,SPRING,2025
S10942,PHY243,B,FALL,2026
S10942,SOC248,A,SPRING,2026
S10942,PHY433,D,SPRING,2024
S10942,PSY419,A,WINTER,2025
S10942,POLI284,B,SPRING,2023
S10942,CE190,B,WINTER,2024
S10942,PHY119,B,SPRING,2023
S10942,CS325,A,SPRING,2025
S10943,ECON117,B,SPRING,2025
S10943,CS109,D,WINTER,2025
S10943,CS210,B,FALL,2026
S10943,HIST297,A,WINTER,2026
S10943,POLI540,B,SUMMER,2025
S10943,BIO310,D,FALL,2026
S10943,ECON484,F,SUMMER,2024
S10943,MATH375,A,WINTER,2024
S10943,PHIL278,C,FALL,2023
S10943,ECE341,A,WINTER,2024
S10943,HIST259,A,WINTER,2025
S10943,STAT222,B,SUMMER,2025
S10943,ME399,F,WINTER,2025
S10943,ME498,B,SUMMER,2024
S10943,ECON576,A,SPRING,2022
S10943,CYB343,D,SUMMER,2024
S10943,BIO429,A,SPRING,2026
S10943,PHIL221,C,SUMMER,2022
S10943,PHY380,B,WINTER,2022
S10943,ECE238,A,SPRING,2023
S10943,BIO539,D,SUMMER,2022
S10943,PHY508,F,WINTER,2023
S10943,ECON330,C,WINTER,2022
S10943,CE597,A,WINTER,2026
S10943,ECON427,B,FALL,2026
S10943,CE518,A,SPRING,2023
S10943,MATH506,A,FALL,2025
S10943,ECE146,A,WINTER,2024
S10943,PHY481,C,WINTER,2022
S10943,ECON454,C,SPRING,2026
S10944,ECE385,A,SPRING,2025
S10944,ECE470,B,WINTER,2025
S10944,ME577,D,WINTER,2022
S10944,ME189,F,SUMMER,2023
S10944,ENG446,A,SPRING,2025
S10944,CS279,B,SPRING,2022
S10944,CE181,A,SUMMER,2024
S10944,PHIL542,F,SPRING,2026
S10944,BIO178,F,SUMMER,2023
S10944,CE394,D,SUMMER,2025
S10944,ENG266,A,SPRING,2024
S10944,ECE244,F,SPRING,2022
S10944,PSY534,B,WINTER,2025
S10944,POLI555,F,FALL,2023
S10944,POLI510,B,FALL,2026
S10944,POLI301,B,SUMMER,2024
S10944,BIO272,D,SUMMER,2025
S10944,POLI588,C,WINTER,2022
S10944,CE518,A,FALL,2023
S10944,CHEM486,B,SPRING,2025
S10944,PSY460,C,SPRING,2023
S10944,DS444,B,SPRING,2023
S10944,ME242,B,WINTER,2023
S10944,SOC353,C,SPRING,2024
S10944,POLI292,C,SUMMER,2023
S10944,MATH213,B,FALL,2023
S10944,CE515,B,WINTER,2023
S10944,BIO139,C,SPRING,2022
S10944,SOC321,F,SPRING,2023
S10944,BIO408,C,SPRING,2026
S10945,ENG250,B,SPRING,2023
S10945,ECE470,C,FALL,2026
S10945,CE487,A,SPRING,2023
S10945,HIST187,D,WINTER,2022
S10945,ECON454,D,SUMMER,2026
S10945,SOC122,C,SUMMER,2026
S10945,POLI284,F,WINTER,2026
S10945,ENG405,A,WINTER,2023
S10945,STAT500,A,SPRING,2023
S10945,PHY318,A,SPRING,2022
S10945,ECON233,B,FALL,2022
S10945,BIO596,D,SPRING,2023
S10945,SOC175,A,SPRING,2025
S10945,STAT287,D,SPRING,2026
S10945,CS247,C,SPRING,2024
S10945,HIST409,A,SUMMER,2026
S10945,ECON330,A,SPRING,2026
S10945,PHY372,C,SUMMER,2025
S10945,HIST126,C,FALL,2024
S10945,POLI292,F,SUMMER,2023
S10945,CE239,B,SUMMER,2023
S10945,DS217,D,SPRING,2025
S10945,HIST346,B,SPRING,2023
S10945,ECE142,A,FALL,2026
S10945,DS416,A,SUMMER,2024
S10945,PSY531,C,SUMMER,2024
S10945,CHEM582,A,SPRING,2026
S10945,MATH591,C,FALL,2022
S10945,CS435,C,FALL,2025
S10945,POLI574,C,WINTER,2023
S10948,PSY460,C,WINTER,2022
S10948,ENG368,B,SPRING,2024
S10948,ECON312,C,WINTER,2026
S10948,CHEM528,C,SUMMER,2024
S10948,PHY380,B,WINTER,2026
S10948,MATH113,A,SPRING,2024
S10948,SOC371,C,WINTER,2023
S10948,CYB511,F,WINTER,2026
S10948,ENG362,C,SPRING,2026
S10948,CYB223,C,SPRING,2026
S10948,BIO273,A,SUMMER,2024
S10948,ENG369,C,SPRING,2022
S10948,STAT467,B,FALL,2026
S10948,PHY483,B,WINTER,2024
S10948,HIST289,A,SUMMER,2024
S10948,SOC556,B,SUMMER,2025
S10948,CE280,B,SUMMER,2024
S10948,PSY357,B,FALL,2026
S10948,ENG430,F,SUMMER,2023
S10948,CHEM585,D,FALL,2022
S10948,CS586,B,SUMMER,2026
S10948,SOC214,A,WINTER,2023
S10948,PHY318,C,FALL,2023
S10948,ECON233,F,SPRING,2023
S10948,CHEM264,B,FALL,2025
S10948,POLI234,C,SPRING,2025
S10948,SOC424,B,SUMMER,2023
S10948,CHEM387,D,FALL,2026
S10948,CHEM329,F,WINTER,2025
S10948,CE291,C,SPRING,2025
S10949,HIST219,D,FALL,2025
S10949,MATH129,D,FALL,2023
S10949,PHY488,B,WINTER,2025
S10949,POLI361,A,WINTER,2024
S10949,CYB154,C,SUMMER,2023
S10949,ECE270,C,FALL,2022
S10949,SOC371,C,SPRING,2023
S10949,PSY102,B,SPRING,2026
S10949,CHEM378,A,FALL,2022
S10949,BIO539,B,SUMMER,2025
S10949,POLI306,A,FALL,2025
S10949,HIST593,D,SPRING,2022
S10949,PSY324,C,SPRING,2025
S10949,CS367,C,FALL,2024
S10949,SOC445,C,WINTER,2022
S10949,ME498,C,SPRING,2024
S10949,MATH573,D,FALL,2023
S10949,DS553,C,SUMMER,2023
S10949,STAT404,A,SPRING,2023
S10949,ECON233,A,WINTER,2022
S10949,CE291,C,SUMMER,2022
S10949,CYB155,D,SPRING,2023
S10949,CS533,B,SPRING,2026
S10949,POLI588,A,FALL,2024
S10949,PSY558,A,WINTER,2025
S10949,BIO408,A,SPRING,2025
S10949,PHIL562,C,SUMMER,2024
S10949,MATH213,A,SUMMER,2023
S10949,PSY447,A,FALL,2026
S10949,PSY563,C,WINTER,2025
S10950,HIST110,C,SUMMER,2025
S10950,BIO133,A,FALL,2026
S10950,CS247,C,SUMMER,2025
S10950,HIST259,C,SPRING,2025
S10950,PHIL513,C,SPRING,2026
S10950,PHIL308,D,SPRING,2023
S10950,CS240,B,SPRING,2025
S10950,SOC504,A,SUMMER,2024
S10950,CYB594,A,WINTER,2024
S10950,CYB155,A,SPRING,2022
S10950,CHEM418,A,SPRING,2025
S10950,PHY590,A,WINTER,2023
S10950,HIST346,A,SPRING,2023
S10950,ENG180,C,SPRING,2026
S10950,BIO463,A,FALL,2023
S10950,PHY388,B,SUMMER,2022
S10950,ECE525,B,SPRING,2026
S10950,BIO596,B,FALL,2026
S10950,ECON436,B,WINTER,2022
S10950,PSY136,A,FALL,2025
S10950,MATH129,B,FALL,2025
S10950,STAT208,C,SUMMER,2022
S10950,PHY318,A,FALL,2024
S10950,CE352,A,WINTER,2022
S10950,CE267,C,SPRING,2026
S10950,SOC371,F,WINTER,2024
S10950,DS587,D,SPRING,2026
S10950,ME107,C,SPRING,2023
S10950,SOC298,B,SUMMER,2024
S10950,PHY390,C,WINTER,2026
S10951,BIO351,C,FALL,2024
S10951,CYB258,C,WINTER,2024
S10951,ME311,B,FALL,2026
S10951,POLI574,D,SUMMER,2022
S10951,SOC124,B,WINTER,2023
S10951,BIO143,B,WINTER,2024
S10951,SOC122,A,SUMMER,2022
S10951,ENG108,F,SUMMER,2025
S10951,BIO596,C,SUMMER,2024
S10951,ECE304,D,SPRING,2023
S10951,PSY426,A,SUMMER,2025
S10951,CS411,B,SPRING,2024
S10951,ECE566,D,SUMMER,2022
S10951,PHY433,A,SUMMER,2023
S10951,CE517,F,SPRING,2024
S10951,CYB326,C,SPRING,2025
S10951,STAT340,A,FALL,2025
S10951,CE249,A,SPRING,2023
S10951,HIST126,C,FALL,2026
S10951,BIO100,C,FALL,2026
S10951,STAT404,A,WINTER,2025
S10951,STAT452,F,SPRING,2024
S10951,PHY336,C,FALL,2023
S10951,CE128,B,FALL,2023
S10951,PHIL132,D,SUMMER,2026
S10951,ENG362,A,WINTER,2026
S10951,CS210,F,SPRING,2022
S10951,CS167,D,FALL,2026
S10951,HIST289,C,SPRING,2025
S10951,ECE422,D,WINTER,2025
S10952,STAT565,A,WINTER,2024
S10952,POLI134,D,SUMMER,2022
S10952,CHEM475,C,SUMMER,2023
S10952,MATH293,B,FALL,2026
S10952,CYB389,D,SUMMER,2023
S10952,CE200,C,FALL,2023
S10952,SOC504,C,SUMMER,2022
S10952,MATH237,B,WINTER,2023
S10952,ENG471,C,FALL,2023
S10952,SOC401,B,SPRING,2023
S10952,PSY157,A,FALL,2023
S10952,PSY102,F,FALL,2022
S10952,STAT500,C,SUMMER,2022
S10952,PSY295,B,WINTER,2023
S10952,CE568,C,SPRING,2024
S10952,CYB337,A,SUMMER,2022
S10952,MATH323,B,WINTER,2022
S10952,ECE415,A,WINTER,2022
S10952,PHIL365,D,SUMMER,2023
S10952,PHY561,B,SUMMER,2024
S10952,MATH344,D,WINTER,2023
S10952,PSY531,A,SUMMER,2023
S10952,BIO133,B,WINTER,2022
S10952,CE120,D,FALL,2025
S10952,POLI529,C,WINTER,2024
S10952,DS156,C,FALL,2024
S10952,ECE244,B,WINTER,2025
S10952,PSY414,A,FALL,2025
S10952,CYB256,A,SUMMER,2025
S10952,CS140,B,FALL,2022
S10953,CHEM478,A,SUMMER,2024
S10953,ENG180,A,FALL,2023
S10953,PHY561,B,FALL,2026
S10953,SOC466,C,SPRING,2025
S10953,ECE142,B,FALL,2026
S10953,ME532,A,WINTER,2026
S10953,PHIL365,B,SUMMER,2026
S10953,CHEM439,A,FALL,2023
S10953,HIST593,C,WINTER,2024
S10953,PSY505,C,WINTER,2025
S10953,PHIL172,B,WINTER,2025
S10953,CE568,B,SPRING,2023
S10953,ENG266,F,FALL,2022
S10953,CS526,D,WINTER,2023
S10953,DS509,F,SUMMER,2023
S10953,POLI234,A,SPRING,2022
S10953,MATH425,A,SUMMER,2026
S10953,ENG368,B,WINTER,2023
S10953,ENG125,C,SPRING,2023
S10953,PHIL269,C,SPRING,2022
S10953,ME456,C,SPRING,2022
S10953,ECE338,A,WINTER,2022
S10953,CHEM585,A,SPRING,2023
S10953,PSY276,B,SUMMER,2023
S10953,DS416,B,FALL,2024
S10953,CHEM528,D,FALL,2023
S10953,CE597,C,FALL,2024
S10953,ECE268,B,WINTER,2023
S10953,PHY101,B,SUMMER,2026
S10953,CS550,D,FALL,2025
S10954,HIST191,B,WINTER,2024
S10954,POLI361,C,SPRING,2023
S10954,PHY481,A,WINTER,2025
S10954,PHY350,A,WINTER,2026
S10954,ECE383,C,FALL,2025
S10954,BIO105,C,FALL,2023
S10954,ECE355,B,SPRING,2024
S10954,ECE566,C,SUMMER,2024
S10954,CHEM199,D,SPRING,2023
S10954,PSY414,C,WINTER,2025
S10954,MATH131,F,SPRING,2022
S10954,SOC122,C,WINTER,2022
S10954,CS571,B,SPRING,2026
S10954,HIST527,C,WINTER,2024
S10954,CS560,A,FALL,2025
S10954,PHY253,B,FALL,2023
S10954,ECE413,D,FALL,2023
S10954,SOC321,C,WINTER,2026
S10954,DS217,D,FALL,2022
S10954,ECON116,F,SUMMER,2026
S10954,CHEM457,F,FALL,2022
S10954,HIST396,C,SPRING,2024
S10954,CE568,D,FALL,2026
S10954,HIST297,C,FALL,2022
S10954,ECON313,F,SPRING,2025
S10954,MATH300,B,FALL,2023
S10954,CHEM543,B,SUMMER,2024
S10954,CHEM329,F,SUMMER,2025
S10954,CE487,A,FALL,2023
S10954,CHEM528,D,SPRING,2023
S10955,SOC424,B,FALL,2023
S10955,ECON330,B,FALL,2025
S10955,DS156,C,FALL,2025
S10955,PSY276,B,FALL,2024
S10955,CE201,B,WINTER,2024
S10955,BIO230,B,SUMMER,2023
S10955,ENG185,B,FALL,2025
S10955,ECE338,C,FALL,2025
S10955,PSY357,C,SUMMER,2024
S10955,POLI482,F,SUMMER,2022
S10955,POLI397,C,WINTER,2023
S10955,STAT208,B,WINTER,2025
S10955,MATH425,B,SUMMER,2022
S10955,PSY531,A,SUMMER,2023
S10955,ME189,D,WINTER,2025
S10955,MATH366,A,WINTER,2026
S10955,STAT565,A,SPRING,2023
S10955,PSY534,C,FALL,2023
S10955,CYB337,D,FALL,2026
S10955,PHIL494,A,SUMMER,2026
S10955,CS210,B,SPRING,2025
S10955,CYB174,C,SUMMER,2025
S10955,ECON579,D,WINTER,2024
S10955,STAT500,C,SPRING,2024
S10955,ME497,B,SPRING,2025
S10955,BIO188,F,SPRING,2023
S10955,CHEM512,C,SPRING,2023
S10955,DS339,C,WINTER,2025
S10955,ENG492,F,FALL,2025
S10955,MATH293,A,SUMMER,2025
S10956,STAT227,C,WINTER,2024
S10956,CYB256,C,SPRING,2025
S10956,SOC504,C,FALL,2025
S10956,HIST589,F,SUMMER,2024
S10956,ECE270,F,SPRING,2025
S10956,ECE470,D,SPRING,2022
S10956,DS225,C,SPRING,2024
S10956,STAT211,A,FALL,2023
S10956,PHIL278,A,FALL,2026
S10956,SOC298,D,FALL,2022
S10956,ECON313,B,FALL,2023
S10956,STAT363,B,FALL,2022
S10956,ECON514,C,WINTER,2024
S10956,DS182,A,WINTER,2023
S10956,CS167,B,WINTER,2022
S10956,ECON496,B,SUMMER,2025
S10956,STAT489,F,SUMMER,2023
S10956,ENG368,A,WINTER,2022
S10956,ME406,B,SUMMER,2022
S10956,HIST593,A,SPRING,2023
S10956,CHEM475,F,SPRING,2025
S10956,ME491,B,SPRING,2024
S10956,ECON312,C,SUMMER,2022
S10956,CE517,A,WINTER,2025
S10956,HIST286,B,SPRING,2026
S10956,PHIL494,A,SPRING,2022
S10956,BIO347,A,FALL,2022
S10956,CE443,A,FALL,2025
S10956,HIST288,B,FALL,2024
S10956,PHIL255,B,SPRING,2022
S10958,PSY157,C,FALL,2026
S10958,ENG283,A,FALL,2025
S10958,ECON379,D,SPRING,2022
S10958,PHY336,A,WINTER,2023
S10958,ENG548,C,WINTER,2026
S10958,MATH469,C,SPRING,2025
S10958,CHEM570,D,FALL,2025
S10958,POLI307,A,WINTER,2023
S10958,BIO272,C,SPRING,2025
S10958,PHY119,D,WINTER,2022
S10958,DS395,B,SPRING,2022
S10958,ME497,A,SUMMER,2026
S10958,PHIL132,A,SUMMER,2025
S10958,POLI292,B,SUMMER,2026
S10958,CS203,A,SPRING,2026
S10958,PHIL559,A,SUMMER,2023
S10958,ECE407,B,WINTER,2023
S10958,CHEM329,B,WINTER,2026
S10958,CS550,B,SPRING,2026
S10958,PSY426,B,WINTER,2023
S10958,HIST286,B,SPRING,2025
S10958,DS111,A,SUMMER,2023
S10958,HIST288,A,FALL,2023
S10958,PSY554,C,SUMMER,2024
S10958,PSY324,A,SPRING,2023
S10958,PHIL519,D,FALL,2024
S10958,ENG480,F,WINTER,2023
S10958,DS410,D,SPRING,2026
S10958,BIO485,D,WINTER,2024
S10958,MATH502,B,WINTER,2026
S10959,POLI215,A,FALL,2026
S10959,SOC455,A,SPRING,2025
S10959,HIST428,C,WINTER,2026
S10959,HIST151,C,WINTER,2024
S10959,ME144,D,SPRING,2022
S10959,CYB258,C,FALL,2024
S10959,CE226,D,SPRING,2026
S10959,CS140,B,SUMMER,2022
S10959,POLI482,A,WINTER,2022
S10959,MATH131,C,WINTER,2026
S10959,BIO334,D,FALL,2025
S10959,BIO273,C,SUMMER,2024
S10959,DS217,D,SUMMER,2026
S10959,POLI540,A,FALL,2025
S10959,ENG405,B,WINTER,2026
S10959,PSY357,C,SPRING,2023
S10959,PHIL542,A,SUMMER,2025
S10959,ME536,B,SPRING,2024
S10959,CS550,C,SUMMER,2023
S10959,CYB343,B,SUMMER,2024
S10959,STAT241,B,WINTER,2023
S10959,CYB155,A,WINTER,2026
S10959,PHY236,B,SPRING,2026
S10959,CE535,C,WINTER,2024
S10959,HIST593,B,SPRING,2025
S10959,DS195,C,WINTER,2026
S10959,SOC321,C,SUMMER,2023
S10959,MATH469,B,SPRING,2022
S10959,PSY558,B,SPRING,2024
S10959,CE249,C,SPRING,2024
S10961,CHEM585,A,SUMMER,2022
S10961,SOC401,A,SPRING,2026
S10961,BIO347,A,SUMMER,2023
S10961,POLI510,C,WINTER,2023
S10961,CE521,C,SUMMER,2024
S10961,DS182,A,WINTER,2022
S10961,PHY433,C,FALL,2022
S10961,CYB256,D,FALL,2022
S10961,ECE270,B,SPRING,2024
S10961,CE518,B,FALL,2024
S10961,DS410,B,FALL,2022
S10961,BIO334,A,SUMMER,2026
S10961,PHIL567,C,SUMMER,2024
S10961,PHY388,C,SUMMER,2023
S10961,PSY384,C,FALL,2026
S10961,CHEM582,B,SUMMER,2026
S10961,CHEM378,C,SPRING,2023
S10961,HIST191,B,WINTER,2022
S10961,DS195,F,WINTER,2024
S10961,MATH573,F,WINTER,2026
S10961,PHY508,B,FALL,2025
S10961,CS247,A,SPRING,2026
S10961,MATH274,C,SPRING,2024
S10961,PSY276,A,SPRING,2024
S10961,ECON454,B,WINTER,2026
S10961,CYB251,A,WINTER,2022
S10961,MATH113,F,SPRING,2024
S10961,SOC472,D,SPRING,2022
S10961,ENG580,A,SPRING,2026
S10961,PHY243,C,SPRING,2023
S10962,PSY558,A,SUMMER,2026
S10962,ME165,B,FALL,2026
S10962,CS435,C,SPRING,2026
S10962,POLI277,B,SPRING,2026
S10962,MATH477,A,FALL,2022
S10962,CS279,A,WINTER,2022
S10962,CHEM582,A,WINTER,2023
S10962,CE200,D,SUMMER,2026
S10962,STAT404,A,WINTER,2024
S10962,HIST271,B,FALL,2023
S10962,POLI540,B,WINTER,2024
S10962,STAT437,C,FALL,2022
S10962,CHEM193,B,FALL,2023
S10962,CHEM543,A,FALL,2024
S10962,ECON427,A,SPRING,2025
S10962,HIST289,B,FALL,2025
S10962,ECE304,C,FALL,2022
S10962,ECON454,A,WINTER,2025
S10962,CHEM205,B,FALL,2022
S10962,CHEM332,B,WINTER,2023
S10962,PSY531,C,SPRING,2023
S10962,CE521,B,WINTER,2026
S10962,ECON349,C,SPRING,2022
S10962,CHEM442,D,SPRING,2025
S10962,POLI482,B,SPRING,2024
S10962,STAT211,B,SPRING,2023
S10962,CYB154,A,WINTER,2024
S10962,ME189,B,FALL,2024
S10962,CE518,C,FALL,2025
S10962,ENG283,C,FALL,2026
S10964,PHIL278,A,SPRING,2025
S10964,PSY558,C,WINTER,2025
S10964,ME456,D,SUMMER,2023
S10964,CHEM442,B,SUMMER,2024
S10964,ENG362,C,SPRING,2026
S10964,CS448,A,SUMMER,2022
S10964,ME399,C,SUMMER,2024
S10964,ECE142,A,SUMMER,2025
S10964,PHIL567,B,FALL,2025
S10964,CE128,C,SUMMER,2022
S10964,CS279,C,WINTER,2024
S10964,BIO501,C,FALL,2026
S10964,CHEM520,C,FALL,2024
S10964,ME242,A,WINTER,2026
S10964,MATH375,C,SPRING,2026
S10964,PHIL559,B,FALL,2023
S10964,PHIL494,A,FALL,2022
S10964,ME497,A,WINTER,2025
S10964,ME189,C,SPRING,2023
S10964,PHIL269,C,SPRING,2025
S10964,SOC321,A,SPRING,2023
S10964,CE181,C,SUMMER,2025
S10964,MATH469,D,SPRING,2022
S10964,STAT565,C,SPRING,2022
S10964,BIO347,B,SUMMER,2023
S10964,PSY209,D,SUMMER,2026
S10964,SOC412,B,WINTER,2025
S10964,CS317,C,SUMMER,2023
S10964,MATH502,C,SPRING,2023
S10964,PHY243,C,SPRING,2023
S10965,CHEM475,B,SUMMER,2025
S10965,ECON379,B,FALL,2022
S10965,BIO260,A,SPRING,2022
S10965,CYB594,B,FALL,2023
S10965,MATH537,D,WINTER,2024
S10965,MATH477,A,WINTER,2023
S10965,CS302,A,SPRING,2025
S10965,PHIL365,C,FALL,2026
S10965,ECE268,C,SPRING,2022
S10965,CYB389,A,WINTER,2024
S10965,POLI540,A,FALL,2022
S10965,CS240,F,WINTER,2023
S10965,CE249,A,SUMMER,2023
S10965,CS140,A,FALL,2024
S10965,DS315,B,WINTER,2026
S10965,SOC246,A,SUMMER,2022
S10965,CHEM520,B,FALL,2026
S10965,ENG392,A,WINTER,2026
S10965,PHIL221,C,SPRING,2024
S10965,CHEM205,A,WINTER,2024
S10965,POLI150,D,WINTER,2022
S10965,ENG492,B,SUMMER,2025
S10965,PSY563,A,SUMMER,2022
S10965,ECE142,D,WINTER,2023
S10965,ME144,D,WINTER,2022
S10965,ENG263,C,SPRING,2024
S10965,PSY295,A,SPRING,2022
S10965,CE487,C,SUMMER,2025
S10965,PSY426,F,SPRING,2022
S10965,PHIL462,A,WINTER,2024
S10966,CE443,D,WINTER,2024
S10966,SOC248,D,SUMMER,2026
S10966,POLI361,D,WINTER,2022
S10966,CS448,C,FALL,2024
S10966,CHEM264,C,SPRING,2026
S10966,POLI588,D,SPRING,2024
S10966,ECE238,B,WINTER,2024
